param1,param2,param3,param4,param5,param6,param7,param8,param10,param11,param12,param13,param14,param15,param16,param17,is_anomaly
0.851348513,29,0,0,1,1.94836,5,8,1,0,7739,8601,117,1,3,1.716460041,0
0.243782438,27,0,1,45,2.5276,8,9,0,0,2159,3523,118,0,4,0.492304467,0
0.282852829,28,1,0,97,1.0422,4,1,0,0,8041,8084,118,0,1,0.572705985,0
0.669406694,95,0,1,16,3.09316,7,7,1,0,691,803,118,1,7,1.350762489,0
0.621876219,58,0,0,53,1.26924,9,10,0,1,8759,1773,118,0,2,1.254044873,0
0.209672097,33,1,1,66,1.68804,1,2,1,0,8214,4091,118,1,4,0.424128096,1
0.751777518,82,0,0,30,1.12092,6,1,1,0,6430,3117,118,0,1,1.515930392,0
0.205772058,4,1,0,62,0.47724,9,1,1,0,3715,6214,119,1,7,0.416259508,1
0.165471655,85,1,1,40,0.95764,4,5,1,1,2183,3447,119,0,10,0.334610576,1
0.053750538,33,1,1,58,0.19268,10,3,0,0,2524,7106,120,0,3,0.111064384,0
0.948569486,7,1,0,34,3.4254,3,2,1,0,9235,9379,120,0,6,1.912803968,1
0.948399484,98,1,0,94,3.98104,4,3,1,0,408,4915,120,0,6,1.912872855,1
0.41301413,83,1,0,31,0.10804,10,1,1,1,3108,7771,120,0,4,0.834352808,1
0.071310713,88,1,1,20,0.8898,9,10,1,0,231,7750,120,1,4,0.145107612,1
0.436094361,66,0,0,55,0.26956,4,9,0,1,3388,2353,120,1,7,0.879974909,0
0.591725917,15,1,1,60,3.30112,9,1,1,0,9255,5964,121,1,6,1.195038594,1
0.630486305,14,1,0,27,0.1064,8,7,1,0,9411,8404,121,0,5,1.271706946,1
0.328763288,98,1,1,32,1.95328,7,9,1,1,3289,8595,121,0,8,0.665094802,1
0.074900749,71,1,0,3,0.21448,9,10,1,0,4328,6142,121,0,6,0.15180828,1
0.480574806,4,1,1,50,3.71484,9,2,1,0,6503,8599,121,1,8,0.969982684,1
0.831208312,8,0,0,7,2.53904,4,1,0,0,2074,9939,121,1,9,1.675923998,0
0.620836208,16,1,0,63,2.18248,2,2,1,0,1709,1826,121,0,8,1.252514653,1
0.948459485,37,1,1,98,3.40328,3,2,1,1,5484,6419,122,1,0,1.914148976,1
0.22702227,10,0,0,49,2.15028,3,10,1,0,6442,1994,122,1,6,0.458005083,0
0.968719687,55,0,0,77,2.1768,5,8,0,0,7309,4305,122,1,4,1.953681848,0
0.131231312,42,1,1,8,1.5912,8,2,1,1,4404,7490,122,0,10,0.266348162,1
0.341313413,4,1,0,19,0.1388,7,10,0,1,3503,3385,122,1,10,0.689228846,0
0.267212672,12,0,1,27,3.53084,4,6,0,0,4362,8073,123,1,3,0.539617585,0
0.890228902,48,1,0,44,0.61232,4,10,0,1,4759,5470,123,0,1,1.795224814,0
0.564775648,25,1,0,88,2.93796,8,3,1,1,6692,5509,123,0,3,1.13999571,1
0.914729147,12,1,0,30,0.29808,3,2,0,1,2505,2457,123,1,5,1.845524686,0
0.460184602,47,1,1,11,3.82388,3,2,1,1,6161,6233,124,0,3,0.929874198,1
0.084160842,63,1,1,99,3.49584,1,1,1,0,7932,8752,124,0,10,0.171525908,1
0.814928149,74,0,0,61,0.1302,8,9,1,0,2038,1404,124,1,0,1.643966545,0
0.925949259,8,0,1,27,1.2076,5,2,0,1,5612,9224,124,1,1,1.867951786,0
0.515185152,39,0,1,67,1.74856,3,2,1,1,9542,5547,124,1,7,1.040279868,0
0.645186452,90,0,1,61,2.8866,5,6,1,1,4171,3638,125,0,6,1.301355552,0
0.882408824,57,0,1,41,2.71452,6,10,1,1,4460,2569,125,1,5,1.780301504,0
0.112591126,26,0,1,82,1.3912,10,4,1,0,902,3876,125,1,7,0.22881107,0
0.586175862,32,1,1,24,0.363,6,5,0,1,1706,8687,125,1,5,1.183180522,0
0.498564986,95,1,1,25,3.0854,9,7,1,1,7182,8670,125,0,6,1.006566522,1
0.86301863,57,0,1,13,3.8778,1,1,0,0,7729,4910,125,1,1,1.740691701,0
0.017200172,73,1,1,83,2.8248,7,8,1,1,70,4360,126,1,5,0.037078266,1
0.026760268,7,1,1,32,0.58792,7,4,1,1,8067,9483,126,0,4,0.055880359,1
0.326233262,35,0,1,14,3.20816,10,6,1,0,4633,7551,126,0,8,0.658805726,0
0.633206332,3,1,1,3,0.5206,9,2,1,1,4182,5340,126,0,8,1.277895182,1
0.775917759,36,1,0,79,1.94904,8,7,1,0,7732,7509,127,0,1,1.565994976,1
0.511275113,85,1,0,66,2.1224,2,2,0,0,391,4578,127,0,5,1.032191936,0
0.860878609,39,0,0,28,2.03172,8,10,1,0,3735,3329,127,1,9,1.735783114,0
0.666106661,8,0,0,18,0.36888,4,7,0,0,4538,1202,127,1,10,1.343242209,0
0.486844868,47,0,0,87,0.52028,4,10,1,1,3821,7119,127,0,1,0.981851078,0
0.12296123,54,1,0,45,1.77232,9,10,1,1,1449,8183,127,1,0,0.248751287,1
0.220612206,59,1,1,50,1.51136,9,6,1,1,5559,690,127,1,3,0.446107982,1
0.807718077,39,1,1,98,1.57524,8,6,1,0,3653,2436,128,1,2,1.630152066,1
0.662796628,47,1,0,9,0.87736,3,2,0,1,5079,3156,128,0,10,1.336896844,0
0.585295853,29,0,1,80,3.16496,2,2,1,1,5836,9112,128,1,8,1.181223148,0
0.239622396,87,1,1,68,2.15348,8,5,1,1,225,5652,128,1,3,0.484515551,1
0.705777058,22,0,1,88,2.30036,9,9,1,0,8860,3446,128,1,5,1.424208112,0
0.879578796,56,0,1,46,3.02524,2,9,1,0,1335,6810,128,1,6,1.774277756,0
0.3800338,98,1,0,6,1.96764,8,10,0,0,9981,6500,129,0,2,0.766802634,0
0.709687097,60,1,0,16,2.54524,6,5,1,1,9015,4686,129,0,4,1.431746618,1
0.348263483,55,1,0,2,3.8284,9,2,1,0,6494,3875,129,0,1,0.703199868,1
0.505765058,44,0,1,11,0.42448,1,1,0,1,3881,8014,129,0,1,1.020011584,0
0.483924839,44,0,1,6,2.94796,4,7,1,1,7266,5032,129,0,8,0.976065442,0
0.715277153,3,1,1,24,2.7424,3,5,1,1,7643,284,129,1,5,1.443325692,1
0.154341543,21,0,1,67,0.99416,6,2,0,0,4437,3913,130,1,6,0.311936333,0
0.261172612,1,1,0,27,2.98088,3,10,0,0,6582,6453,130,1,1,0.527684558,0
0.295892959,45,1,1,76,3.34696,3,1,1,0,3703,2398,130,0,1,0.599435998,1
0.151791518,43,1,0,75,1.55756,9,8,1,1,1577,4220,130,0,10,0.307098912,1
0.591445914,53,1,1,36,0.37036,2,7,0,1,5313,4161,130,1,8,1.194045804,0
0.106481065,72,0,0,90,1.76192,8,10,1,1,7528,8921,131,1,7,0.21604708,0
0.770217702,24,1,1,27,3.10288,4,4,1,1,5405,1551,131,1,4,1.554081061,1
0.608896089,72,0,0,87,2.23712,6,8,1,0,7437,4833,131,0,7,1.228026999,0
0.932819328,93,1,1,20,2.08924,9,3,1,1,3327,2503,132,0,9,1.882246399,1
0.792757928,95,0,1,67,0.52,5,9,0,1,3689,7215,132,1,3,1.598781578,0
0.264402644,41,0,1,58,3.79604,3,7,0,0,5613,1327,132,0,5,0.534529815,0
0.915599156,36,0,1,21,3.30084,6,2,0,1,788,4788,132,1,8,1.846902737,0
0.411324113,53,1,1,53,2.90264,5,8,1,0,3108,107,133,1,1,0.831111591,1
0.52697527,25,1,0,60,0.52992,7,3,1,1,8452,8433,133,1,9,1.064064878,1
0.842118421,28,0,1,66,2.42388,3,5,1,0,4313,1242,133,0,2,1.698766135,0
0.408094081,75,1,1,12,1.45424,8,9,1,1,638,235,133,1,8,0.824259662,1
0.407364074,55,1,1,46,0.83188,7,5,1,1,4246,6743,134,1,3,0.823985362,1
0.63798638,11,1,0,55,3.34004,8,2,1,1,6025,2041,134,0,10,1.287889341,1
0.169601696,39,1,0,28,2.4896,10,9,1,1,4044,2861,134,1,3,0.342789451,1
0.802378024,88,0,0,35,1.31644,7,8,1,1,6209,8195,134,1,6,1.618047093,0
0.575525755,99,1,0,19,3.1828,1,6,1,0,445,7991,134,1,4,1.16104119,1
0.792297923,38,0,0,89,1.2292,3,1,0,1,7538,144,134,1,10,1.598711319,0
0.286552866,31,1,1,67,1.51312,3,9,1,0,4166,3717,134,1,9,0.579848907,1
0.457374574,86,1,1,37,2.98584,9,5,1,0,7396,5189,134,1,0,0.923425916,1
0.970209702,26,1,1,46,2.07612,1,4,1,1,5305,775,135,0,4,1.957502026,1
0.557125571,58,0,1,19,1.37828,6,8,0,0,2937,8852,135,1,9,1.12385928,0
0.800028,42,1,0,76,2.6832,8,2,1,1,5678,8046,135,1,4,1.614313403,1
0.994129941,27,1,0,2,1.65816,4,8,1,1,2554,1057,136,0,3,2.005099746,1
0.500135001,60,1,1,82,1.45504,5,3,1,1,9040,9940,136,0,1,1.010866149,1
0.357063571,65,1,0,27,3.08224,6,2,1,0,9260,4918,136,1,7,0.720675379,1
0.371633716,4,0,0,22,0.76408,4,5,1,1,9497,799,136,0,1,0.749619204,0
0.23898239,62,1,0,93,2.92704,9,9,0,1,8256,4656,136,0,1,0.483701099,0
0.58801588,69,1,1,100,0.26024,7,3,1,1,3810,378,136,0,1,1.187786585,1
0.318103181,81,0,0,20,1.9412,6,4,0,0,1413,5512,137,0,5,0.641731463,0
0.012940129,31,1,0,83,2.57868,2,2,1,1,9301,3325,137,0,4,0.028777705,1
0.964559646,47,0,0,63,0.16796,3,1,0,1,5328,2664,137,0,5,1.945349293,0
0.696306963,70,1,1,76,3.48196,10,1,0,0,8174,5754,137,1,9,1.405929338,0
0.66503665,73,1,1,13,0.6076,5,2,1,1,6051,5240,137,0,1,1.341814463,1
0.476184762,53,1,0,98,3.11676,9,6,1,1,7883,8714,137,0,4,0.960824004,1
0.628546285,33,0,0,71,3.87216,1,6,1,0,6993,7510,137,1,10,1.267884491,0
0.1600016,41,1,1,25,3.47592,9,4,0,1,7228,764,138,0,6,0.323964154,0
0.106381064,39,0,0,33,2.56916,5,4,0,1,3142,3829,138,1,10,0.214948228,0
0.773467735,34,0,1,43,0.51676,6,1,1,1,5367,6179,138,0,4,1.560117832,0
0.393483935,26,1,1,65,3.57116,1,4,1,0,6637,9738,139,0,1,0.795402747,1
0.919319193,38,1,0,42,2.46804,8,8,0,1,3013,28,139,0,4,1.854296069,0
0.536715367,16,1,0,95,0.24996,9,10,1,1,5731,5941,139,0,3,1.084220406,1
0.22601226,79,1,1,6,2.14868,8,8,1,1,4345,9894,139,1,10,0.457333688,1
0.622826228,35,0,0,44,0.49792,9,1,1,0,80,5415,139,1,10,1.255904773,0
0.875878759,13,1,0,55,0.94328,10,8,0,0,3425,3995,139,1,5,1.76682731,0
0.391093911,24,1,0,67,2.97908,4,3,1,0,1642,2925,139,0,9,0.789806718,1
0.094480945,58,1,0,49,3.75912,1,4,1,1,3506,3320,139,1,8,0.191925959,1
0.610286103,63,0,0,14,0.64024,6,8,1,1,3484,1502,139,1,2,1.230656858,0
0.733097331,48,1,1,41,3.18288,8,7,1,1,9466,5759,139,1,7,1.479851508,1
0.487364874,97,1,1,89,3.45168,10,3,0,0,167,6075,139,0,0,0.984971051,0
0.119331193,49,1,1,21,2.70736,9,3,0,1,8801,7229,140,0,6,0.242137268,0
0.996709967,35,1,0,55,0.45428,2,6,1,1,9428,9800,140,1,0,2.010808067,1
0.616156162,54,0,0,27,0.44072,6,8,1,0,2206,1937,140,1,2,1.242426547,0
0.73900739,69,0,1,36,2.29892,4,3,0,0,9847,6227,140,1,4,1.490773743,0
0.580415804,71,1,0,29,0.60676,10,6,0,1,5539,5102,141,1,2,1.17138021,0
0.597185972,72,1,1,91,0.6176,4,5,1,0,6400,9575,141,0,7,1.206454169,1
0.120201202,56,1,1,47,3.53284,10,2,0,1,5153,5416,141,1,2,0.244384849,0
0.889558896,73,1,0,3,0.19832,9,5,0,0,5602,5299,141,1,0,1.793911537,0
0.95800958,34,1,0,20,1.38416,7,8,0,0,2299,3031,141,1,0,1.932382289,0
0.098520985,85,1,0,25,3.79084,9,10,1,1,6620,4784,141,1,1,0.200025926,1
0.205802058,57,1,0,82,2.05428,4,5,1,0,9534,1260,141,1,9,0.416862298,1
0.502515025,14,1,1,53,1.84804,9,5,1,1,1647,3810,141,1,8,1.015578778,1
0.921909219,11,1,0,72,2.85164,1,10,0,1,5402,3753,142,0,2,1.85986329,0
0.054090541,51,0,0,70,3.36116,10,3,1,1,7475,9621,142,0,7,0.110115383,0
0.675096751,79,1,1,63,2.02112,1,6,1,0,1471,1362,142,0,7,1.363146298,1
0.01796018,28,0,0,4,2.66704,1,1,0,1,8360,2070,142,0,4,0.036341935,0
0.324723247,91,1,0,84,0.00376,2,1,1,1,4153,6976,142,1,5,0.655775183,1
0.953399534,87,0,0,15,2.82356,9,4,1,0,4878,4810,142,1,3,1.922406657,0
0.341623416,76,1,1,78,1.4224,6,9,1,0,9530,5520,142,1,5,0.690723665,1
0.071550716,93,0,1,56,2.20712,7,10,0,0,9507,641,142,1,5,0.145981053,0
0.769077691,10,0,1,87,1.67468,6,10,0,1,8945,1203,142,1,10,1.551272684,0
0.475234752,89,0,0,89,1.95472,3,3,1,1,526,9988,142,0,10,0.959731926,0
0.282322823,6,0,1,18,3.68448,2,10,1,0,1632,8322,143,0,1,0.569969661,0
0.732377324,15,1,0,12,3.74612,8,8,0,0,808,6765,143,0,1,1.476994142,0
0.079570796,70,1,0,66,2.59568,3,5,1,0,314,3994,143,0,9,0.16238644,1
0.941339413,93,0,0,71,3.32092,2,5,1,1,9978,803,143,0,10,1.898211165,0
0.136421364,64,1,1,97,3.3186,6,7,1,1,4827,9316,143,0,4,0.276846327,1
0.140741407,85,1,1,78,0.73932,10,9,1,0,6987,475,143,1,3,0.286602778,1
0.81602816,9,1,1,46,1.63872,7,6,0,1,5471,1562,144,1,2,1.64698366,0
0.450504505,99,0,1,87,0.81272,4,8,1,0,5218,8217,144,0,3,0.908962219,0
0.930919309,33,1,1,43,3.48524,7,9,0,1,5077,8404,144,1,8,1.878475755,0
0.463674637,47,1,0,84,1.3978,10,8,1,1,4360,4624,144,0,7,0.937145662,1
0.775797758,69,1,1,97,3.55192,6,1,1,0,4850,5648,144,1,8,1.566003987,1
0.011080111,66,0,0,24,0.55996,7,8,0,0,9236,6895,145,0,10,0.022656845,0
0.269232692,55,0,0,57,0.8314,3,1,0,1,9177,3340,145,0,2,0.543975838,0
0.050860509,54,0,0,99,0.42816,6,1,1,0,5717,3748,145,1,8,0.104093046,0
0.486424864,56,1,0,87,2.71848,5,3,0,0,3600,2728,145,0,7,0.981768723,0
0.845408454,21,0,0,64,1.52984,5,3,0,1,5869,6101,145,0,2,1.704642653,0
0.687446874,89,1,1,77,2.8482,6,5,0,0,1008,1368,146,1,3,1.387772533,0
0.027250273,13,1,0,50,1.10936,9,2,1,1,9573,3744,146,1,1,0.056533529,1
0.44304443,87,0,0,63,1.70732,7,10,0,0,5377,6303,146,1,5,0.894342825,0
0.876278763,33,0,1,89,1.52216,7,9,0,1,2149,2956,146,1,4,1.76788687,0
0.304633046,59,1,0,96,1.68784,5,10,1,0,6824,1510,146,1,3,0.616572616,1
0.58597586,99,1,1,4,0.6904,10,7,1,0,2792,7243,146,1,0,1.182931302,1
0.363143631,100,1,1,42,3.55208,7,7,0,0,5745,1273,146,0,5,0.733519748,0
0.974069741,47,1,1,72,1.93272,10,10,1,1,1911,6330,146,0,3,1.965630459,1
0.30502305,91,1,1,77,3.52508,9,6,1,1,9151,9350,146,0,9,0.617319552,1
0.572365724,87,0,1,96,0.4472,9,4,1,0,7873,4091,146,1,1,1.155232571,0
0.805828058,24,1,0,74,2.63,1,3,1,0,2241,2390,146,1,8,1.626392712,1
0.252102521,98,1,0,34,2.76208,8,1,1,0,5454,1034,147,0,6,0.509203315,1
0.473274733,100,1,0,40,3.35752,3,1,1,0,4006,765,147,1,6,0.954999015,1
0.516785168,100,1,0,64,0.98812,8,5,0,1,4890,6253,147,1,5,1.043343957,0
0.556175562,24,1,1,55,2.78472,1,10,1,1,2478,1511,147,0,1,1.123436884,1
0.736937369,12,1,0,4,1.08516,2,4,1,0,2188,940,147,0,10,1.48648599,1
0.01102011,45,1,0,40,0.04016,3,6,0,1,1186,7583,147,0,6,0.023304008,0
0.720937209,48,0,1,92,3.3408,8,1,1,0,4805,7,148,0,9,1.456353559,0
0.450164502,9,0,0,75,3.38832,2,3,1,1,2134,1180,148,1,3,0.9084288,0
0.350823508,21,1,1,52,3.58536,2,6,1,1,6916,1771,148,0,7,0.709002157,1
0.166611666,43,1,1,61,3.4382,5,7,1,0,3422,3858,148,0,2,0.337854777,1
0.033720337,12,1,0,90,0.47748,5,8,1,0,8817,3949,148,1,4,0.069776425,1
0.38800388,99,0,0,53,0.83392,1,4,1,1,6536,6725,149,0,0,0.782891989,0
0.908369084,97,0,0,40,2.14928,4,2,0,1,2770,8991,149,0,7,1.831949994,0
0.602506025,79,1,0,16,1.48956,4,1,1,1,8429,899,149,1,2,1.215880294,1
0.599865999,57,1,0,17,2.49364,2,1,0,0,3483,7458,149,0,10,1.21048117,0
0.269652697,29,1,1,19,1.99196,5,6,1,1,9662,6704,149,1,6,0.545027354,1
0.119871199,48,1,0,53,1.38376,9,4,1,0,7342,5115,150,1,1,0.242564322,1
0.047710477,3,1,1,8,2.17796,5,8,1,1,260,1628,150,0,10,0.097820904,1
0.33296333,74,1,0,88,1.19188,8,7,1,0,8096,4556,150,1,9,0.67249017,1
0.796207962,60,0,0,63,2.6296,1,4,1,0,7652,820,150,1,2,1.605805474,0
0.748107481,19,1,0,97,3.1394,10,6,1,1,6040,2747,150,1,3,1.510554512,1
0.031550316,53,1,1,16,0.12768,1,7,0,1,9865,2992,150,1,10,0.065235702,0
0.250782508,90,0,1,81,3.55896,1,5,1,0,3290,2225,151,0,0,0.506915212,0
0.949729497,19,0,1,23,0.04464,9,2,0,0,9628,2016,151,0,1,1.915242264,0
0.797867979,89,1,1,87,3.49696,10,10,1,1,4178,7083,151,0,8,1.611150166,1
0.240812408,54,1,1,62,3.51928,9,9,1,0,2176,694,151,1,10,0.487639536,1
